0,31742
1,5296
2,13581
3,1674
4,25732
5,21682
6,8582
7,28641
8,32642
9,21750
10,10815
11,16742
12,12063
13,9175
14,17847
15,29423
16,14830
17,9067
18,27707
19,32742
20,16578
21,30727
22,23642
23,27116
24,18116
25,16389
26,922
27,20162
28,32706
29,30916
30,24425
31,5482
32,22730
33,13553
34,27222
35,30345
36,28408
37,2053
38,27009
39,25616
40,26764
41,19215
42,11856
43,5147
44,25663
45,7860
46,8292
47,13082
48,29400
49,20084
50,9164
51,302
52,20218
53,31023
54,12152
55,24278
56,18240
57,8935
58,10224
59,3274
60,3724
61,5063
62,21062
63,8999
64,26267
65,10340
66,29512
67,973
68,22749
69,30532
70,28411
71,19461
72,29060
73,28573
74,31813
75,2408
76,12507
77,21854
78,16618
79,13820
80,9946
81,15987
82,27066
83,16287
84,27895
85,30021
86,4872
87,7849
88,29246
89,25729
90,5469
91,16333
92,19876
93,28699
94,2670
95,17728
96,2713
97,24466
98,7756
99,25373
100,9180
101,15733
102,219
103,23305
104,8339
105,20518
106,2949
107,23315
108,1947
109,4062
110,28463
111,17373
112,7453
113,15857
114,32364
115,6657
116,7778
117,340
118,26609
119,9902
120,28648
121,11356
122,30026
123,2962
124,29109
125,4040
126,8651
127,19965
128,28139
129,32514
130,7624
131,7491
132,21917
133,27042
134,4617
135,22626
136,16353
137,11828
138,14200
139,5860
140,24358
141,2619
142,5917
143,14599
144,24776
145,19318
146,1612
147,17180
148,27362
149,9825
150,13085
151,2093
152,11364
153,22015
154,21789
155,26594
156,13157
157,26839
158,22083
159,9125
160,32186
161,24380
162,2086
163,3845
164,30663
165,32466
166,14700
167,8024
168,23957
169,32590
170,16262
171,7845
172,12837
173,29821
174,18587
175,1473
176,16644
177,6536
178,2497
179,16823
180,24096
181,24950
182,7539
183,26733
184,22490
185,28914
186,9792
187,8325
188,20316
189,25935
190,2496
191,16514
192,27437
193,3273
194,22476
195,26924
196,6146
197,29710
198,12782
199,7989
200,19416
201,27901
202,18199
203,10268
204,32575
205,29357
206,14224
207,11858
208,20729
209,3761
210,30003
211,28828
212,1987
213,9114
214,29659
215,184
216,26227
217,16574
218,15897
219,21827
220,1603
221,25400
222,16937
223,13018
224,11117
225,18480
226,27428
227,12416
228,18424
229,13405
230,23158
231,23359
232,8401
233,21703
234,21907
235,15634
236,18717
237,7378
238,15334
239,19203
240,26574
241,17784
242,6410
243,32401
244,31604
245,20950
246,10045
247,7764
248,4182
249,15594
250,22034
251,31204
252,7362
253,13467
254,10598
255,7414
256,30625
257,1529
258,1172
259,15816
260,7502
261,7879
262,13805
263,27328
264,13993
265,18487
266,22114
267,15184
268,5735
269,32500
270,20868
271,2076
272,8364
273,3173
274,10671
275,28255
276,20699
277,17713
278,19585
279,8842
280,20909
281,4350
282,2961
283,22063
284,23424
285,8063
286,3422
287,13598
288,19698
289,28333
290,19078
291,15822
292,12719
293,1620
294,27449
295,30974
296,11143
297,3282
298,6380
299,21659
300,29124
301,6427
302,6226
303,9701
304,23226
305,26113
306,16264
307,5838
308,9119
309,19123
310,7312
311,674
312,27293
313,7299
314,24576
315,1517
316,3878
317,24044
318,24571
319,17818
320,27784
321,24275
322,18273
323,12632
324,8897
325,12813
326,17731
327,17730
328,24980
329,7202
330,20634
331,3774
332,27100
333,24400
334,21560
335,30885
336,14625
337,2259
338,22270
339,8869
340,4969
341,9060
342,29776
343,18404
344,24400
345,29440
346,14534
347,30950
348,2139
349,7658
350,14116
351,11441
352,23434
353,26355
354,27021
355,27951
356,4652
357,23801
358,13043
359,8915
360,32503
361,9134
362,5330
363,17279
364,4440
365,14746
366,27934
367,26790
368,8968
369,24420
370,20602
371,4270
372,17376
373,1101
374,21674
375,3992
376,30702
377,23549
378,24395
379,29410
380,7112
381,386
382,19649
383,23724
384,25376
385,19350
386,882
387,6683
388,9625
389,13856
390,18226
391,30971
392,28121
393,1278
394,24829
395,8360
396,32480
397,1026
398,28396
399,29230
400,17304
401,2106
402,28770
403,13231
404,23725
405,5749
406,25222
407,2821
408,16542
409,21250
410,247
411,2985
412,8725
413,7867
414,32443
415,23507
416,4212
417,1347
418,19320
419,13539
420,1712
421,24715
422,14566
423,17152
424,23650
425,21915
426,5252
427,10239
428,19739
429,3727
430,2442
431,9606
432,2552
433,21983
434,24351
435,12913
436,2423
437,30436
438,26317
439,32628
440,2441
441,1944
442,12082
443,12034
444,30697
445,32670
446,20216
447,17518
448,13483
449,16514
450,23559
451,3665
452,25368
453,29505
454,25336
455,4139
456,15545
457,24332
458,29389
459,12109
460,6834
461,7497
462,4320
463,9974
464,10578
465,20187
466,10522
467,1980
468,31207
469,13987
470,20069
471,17965
472,26327
473,23878
474,24420
475,7351
476,32236
477,8753
478,25441
479,17605
480,25840
481,24027
482,13191
483,19243
484,27770
485,31050
486,17489
487,964
488,17671
489,7897
490,9026
491,24665
492,2636
493,26680
494,31959
495,11973
496,6347
497,11700
498,16058
499,599
500,24997
501,23225
502,10808
503,19576
504,12463
505,27541
506,27381
507,26766
508,6343
509,30846
510,1502
511,7968
512,31337
513,29143
514,13408
515,25658
516,22653
517,29103
518,32727
519,21779
520,28531
521,18059
522,12618
523,14573
524,17042
525,7013
526,26965
527,2365
528,5005
529,24820
530,29798
531,17676
532,30808
533,23598
534,12077
535,5021
536,825
537,32268
538,3917
539,31312
540,12578
541,26765
542,9304
543,10694
544,4670
545,17661
546,9466
547,9798
548,24778
549,20343
550,23668
551,20319
552,31270
553,15273
554,3148
555,2767
556,28204
557,22231
558,5699
559,5796
560,6336
561,2850
562,648
563,18081
564,31144
565,10251
566,13867
567,12515
568,16031
569,5171
570,28116
571,3525
572,13220
573,19556
574,20661
575,20224
576,3480
577,21461
578,12221
579,12823
580,17160
581,31146
582,17679
583,20978
584,26440
585,6075
586,1970
587,31688
588,15297
589,11926
590,26506
591,19267
592,27531
593,711
594,1415
595,20959
596,9535
597,8023
598,15388
599,19860
600,1798
601,24978
602,3059
603,12980
604,4342
605,29197
606,16607
607,3350
608,4511
609,20200
610,25362
611,31860
612,16608
613,19281
614,18576
615,20498
616,32000
617,10313
618,23267
619,1440
620,24057
621,10923
622,25872
623,12130
624,4887
625,21098
626,32203
627,1422
628,16066
629,5914
630,25063
631,9974
632,17560
633,19890
634,21264
635,19686
636,15808
637,7056
638,20156
639,30288
640,1914
641,6845
642,12639
643,20006
644,8186
645,4979
646,6622
647,20744
648,17782
649,28380
650,8519
651,30239
652,2942
653,18205
654,15039
655,24393
656,23180
657,14483
658,20412
659,21622
660,3548
661,22620
662,27764
663,3666
664,9085
665,29722
666,4245
667,5156
668,12969
669,32499
670,30774
671,12533
672,7250
673,20445
674,28941
675,17398
676,10749
677,5400
678,4067
679,28700
680,3795
681,8443
682,23110
683,28429
684,32501
685,29684
686,14462
687,2879
688,20753
689,10187
690,17346
691,1374
692,24115
693,8230
694,17579
695,26863
696,5085
697,9298
698,30184
699,5172
700,27737
701,17984
702,24372
703,30543
704,16718
705,15054
706,23685
707,20137
708,11410
709,1864
710,9606
711,23701
712,27455
713,10287
714,26952
715,26161
716,30473
717,5433
718,21044
719,30605
720,18894
721,18072
722,1605
723,13072
724,32623
725,8063
726,30580
727,12311
728,18911
729,25059
730,6259
731,11486
732,27513
733,3967
734,18845
735,6052
736,11159
737,23578
738,4654
739,13066
740,31072
741,5388
742,31151
743,22973
744,12513
745,8703
746,5557
747,9556
748,13920
749,755
750,8139
751,31868
752,23532
753,28549
754,10157
755,19538
756,17721
757,31600
758,13751
759,28944
760,15787
761,25684
762,29084
763,4588
764,13489
765,27830
766,8539
767,29757
768,21588
769,26696
770,5231
771,2528
772,26128
773,23915
774,20294
775,16090
776,31202
777,24563
778,2805
779,19006
780,930
781,2346
782,23850
783,1618
784,25235
785,12567
786,7266
787,5101
788,1849
789,19712
790,21596
791,19747
792,11114
793,5933
794,24269
795,19236
796,20648
797,25583
798,29781
799,866
800,30894
801,18401
802,18866
803,16370
804,19529
805,29550
806,3380
807,30517
808,9321
809,26515
810,22640
811,18103
812,10616
813,26598
814,27193
815,5463
816,31978
817,19928
818,15564
819,8361
820,8470
821,8503
822,19531
823,31128
824,4932
825,6647
826,8557
827,13392
828,19463
829,28465
830,29811
831,20315
832,6605
833,5996
834,31838
835,5641
836,2484
837,24092
838,15967
839,534
840,21151
841,29288
842,29071
843,24711
844,30346
845,21296
846,19168
847,15829
848,3610
849,15439
850,17747
851,23885
852,29304
853,31005
854,14956
855,16311
856,14688
857,16440
858,24292
859,32054
860,14197
861,31877
862,30621
863,30319
864,31960
865,10097
866,23259
867,8429
868,32760
869,6269
870,4528
871,29380
872,27308
873,28153
874,11704
875,12661
876,15743
877,29455
878,9991
879,10258
880,15690
881,9988
882,22112
883,2211
884,24329
885,18875
886,24487
887,31943
888,9703
889,4475
890,8345
891,10655
892,10139
893,28145
894,30651
895,10983
896,10999
897,31865
898,30608
899,18790
900,5310
901,4505
902,23055
903,28809
904,5815
905,31694
906,18516
907,10059
908,21759
909,25484
910,19094
911,4183
912,30115
913,27776
914,29785
915,13681
916,20078
917,31768
918,8421
919,8722
920,9472
921,18757
922,21494
923,4434
924,13600
925,6528
926,4789
927,13067
928,29012
929,20235
930,18663
931,19516
932,12718
933,11385
934,3685
935,13995
936,17640
937,29040
938,24780
939,975
940,6068
941,13486
942,9589
943,18156
944,26189
945,8010
946,1960
947,19072
948,11346
949,27964
950,1804
951,13534
952,18132
953,22304
954,19042
955,24601
956,31918
957,18743
958,2675
959,26915
960,24852
961,2991
962,10567
963,14902
964,17519
965,16420
966,18840
967,5235
968,10088
969,22630
970,31366
971,23754
972,25667
973,27261
974,19341
975,12313
976,623
977,1514
978,23731
979,664
980,26715
981,28208
982,16134
983,20084
984,24459
985,24211
986,14661
987,5562
988,7914
989,15136
